DATE_ID,FULL_DATE,YEAR,QUARTER,MONTH,MONTH_NAME,WEEK,DAY_OF_WEEK,IS_WEEKEND,IS_HOLIDAY
20240408,2024-04-08,2024,Q2,4,April,15,Monday,N,N
20240409,2024-04-09,2024,Q2,4,April,15,Tuesday,N,N
20240410,2024-04-10,2024,Q2,4,April,15,Wednesday,N,N
20240411,2024-04-11,2024,Q2,4,April,15,Thursday,N,Y
20240412,2024-04-12,2024,Q2,4,April,15,Friday,N,N
20240413,2024-04-13,2024,Q2,4,April,15,Saturday,Y,Y
20240414,2024-04-14,2024,Q2,4,April,15,Sunday,Y,N
20240415,2024-04-15,2024,Q2,4,April,16,Monday,N,N
20240416,2024-04-16,2024,Q2,4,April,16,Tuesday,N,N
20240417,2024-04-17,2024,Q2,4,April,16,Wednesday,N,Y
20240418,2024-04-18,2024,Q2,4,April,16,Thursday,N,N
20240419,2024-04-19,2024,Q2,4,April,16,Friday,N,N
20240420,2024-04-20,2024,Q2,4,April,16,Saturday,Y,N
20240421,2024-04-21,2024,Q2,4,April,16,Sunday,Y,N
20240422,2024-04-22,2024,Q2,4,April,17,Monday,N,N
20240423,2024-04-23,2024,Q2,4,April,17,Tuesday,N,Y
20240424,2024-04-24,2024,Q2,4,April,17,Wednesday,N,N
20240425,2024-04-25,2024,Q2,4,April,17,Thursday,N,Y
20240426,2024-04-26,2024,Q2,4,April,17,Friday,N,N
20240427,2024-04-27,2024,Q2,4,April,17,Saturday,Y,N
20240428,2024-04-28,2024,Q2,4,April,17,Sunday,Y,N
20240429,2024-04-29,2024,Q2,4,April,18,Monday,N,N
20240430,2024-04-30,2024,Q2,4,April,18,Tuesday,N,N
20240501,2024-05-01,2024,Q2,5,May,18,Wednesday,N,Y
20240502,2024-05-02,2024,Q2,5,May,18,Thursday,N,N
20240503,2024-05-03,2024,Q2,5,May,18,Friday,N,N
20240504,2024-05-04,2024,Q2,5,May,18,Saturday,Y,N
20240505,2024-05-05,2024,Q2,5,May,18,Sunday,Y,N
20240506,2024-05-06,2024,Q2,5,May,19,Monday,N,N
20240507,2024-05-07,2024,Q2,5,May,19,Tuesday,N,N
20240508,2024-05-08,2024,Q2,5,May,19,Wednesday,N,Y
20240509,2024-05-09,2024,Q2,5,May,19,Thursday,N,N
20240510,2024-05-10,2024,Q2,5,May,19,Friday,N,N
20240511,2024-05-11,2024,Q2,5,May,19,Saturday,Y,N
20240512,2024-05-12,2024,Q2,5,May,19,Sunday,Y,N
20240513,2024-05-13,2024,Q2,5,May,20,Monday,N,N
20240514,2024-05-14,2024,Q2,5,May,20,Tuesday,N,N
20240515,2024-05-15,2024,Q2,5,May,20,Wednesday,N,N
20240516,2024-05-16,2024,Q2,5,May,20,Thursday,N,N
20240517,2024-05-17,2024,Q2,5,May,20,Friday,N,N
20240518,2024-05-18,2024,Q2,5,May,20,Saturday,Y,Y
20240519,2024-05-19,2024,Q2,5,May,20,Sunday,Y,N
20240520,2024-05-20,2024,Q2,5,May,21,Monday,N,N
20240521,2024-05-21,2024,Q2,5,May,21,Tuesday,N,N
20240522,2024-05-22,2024,Q2,5,May,21,Wednesday,N,N
20240523,2024-05-23,2024,Q2,5,May,21,Thursday,N,N
20240524,2024-05-24,2024,Q2,5,May,21,Friday,N,N
20240525,2024-05-25,2024,Q2,5,May,21,Saturday,Y,Y
20240526,2024-05-26,2024,Q2,5,May,21,Sunday,Y,Y
20240527,2024-05-27,2024,Q2,5,May,22,Monday,N,N
20240528,2024-05-28,2024,Q2,5,May,22,Tuesday,N,N
20240529,2024-05-29,2024,Q2,5,May,22,Wednesday,N,Y
20240530,2024-05-30,2024,Q2,5,May,22,Thursday,N,N
20240531,2024-05-31,2024,Q2,5,May,22,Friday,N,Y
20240601,2024-06-01,2024,Q2,6,June,22,Saturday,Y,N
20240602,2024-06-02,2024,Q2,6,June,22,Sunday,Y,N
20240603,2024-06-03,2024,Q2,6,June,23,Monday,N,N
20240604,2024-06-04,2024,Q2,6,June,23,Tuesday,N,N
20240605,2024-06-05,2024,Q2,6,June,23,Wednesday,N,N
20240606,2024-06-06,2024,Q2,6,June,23,Thursday,N,Y
20240607,2024-06-07,2024,Q2,6,June,23,Friday,N,N
20240608,2024-06-08,2024,Q2,6,June,23,Saturday,Y,Y
20240609,2024-06-09,2024,Q2,6,June,23,Sunday,Y,Y
20240610,2024-06-10,2024,Q2,6,June,24,Monday,N,N
20240611,2024-06-11,2024,Q2,6,June,24,Tuesday,N,N
20240612,2024-06-12,2024,Q2,6,June,24,Wednesday,N,N
20240613,2024-06-13,2024,Q2,6,June,24,Thursday,N,N
20240614,2024-06-14,2024,Q2,6,June,24,Friday,N,N
20240615,2024-06-15,2024,Q2,6,June,24,Saturday,Y,Y
20240616,2024-06-16,2024,Q2,6,June,24,Sunday,Y,N
20240617,2024-06-17,2024,Q2,6,June,25,Monday,N,N
20240618,2024-06-18,2024,Q2,6,June,25,Tuesday,N,N
20240619,2024-06-19,2024,Q2,6,June,25,Wednesday,N,N
20240620,2024-06-20,2024,Q2,6,June,25,Thursday,N,N
20240621,2024-06-21,2024,Q2,6,June,25,Friday,N,Y
20240622,2024-06-22,2024,Q2,6,June,25,Saturday,Y,N
20240623,2024-06-23,2024,Q2,6,June,25,Sunday,Y,Y
20240624,2024-06-24,2024,Q2,6,June,26,Monday,N,N
20240625,2024-06-25,2024,Q2,6,June,26,Tuesday,N,Y
20240626,2024-06-26,2024,Q2,6,June,26,Wednesday,N,Y
20240627,2024-06-27,2024,Q2,6,June,26,Thursday,N,N
20240628,2024-06-28,2024,Q2,6,June,26,Friday,N,N
20240629,2024-06-29,2024,Q2,6,June,26,Saturday,Y,N
20240630,2024-06-30,2024,Q2,6,June,26,Sunday,Y,N
20240701,2024-07-01,2024,Q3,7,July,27,Monday,N,Y
20240702,2024-07-02,2024,Q3,7,July,27,Tuesday,N,Y
20240703,2024-07-03,2024,Q3,7,July,27,Wednesday,N,N
20240704,2024-07-04,2024,Q3,7,July,27,Thursday,N,N
20240705,2024-07-05,2024,Q3,7,July,27,Friday,N,N
20240706,2024-07-06,2024,Q3,7,July,27,Saturday,Y,N
20240707,2024-07-07,2024,Q3,7,July,27,Sunday,Y,N
20240708,2024-07-08,2024,Q3,7,July,28,Monday,N,N
20240709,2024-07-09,2024,Q3,7,July,28,Tuesday,N,N
20240710,2024-07-10,2024,Q3,7,July,28,Wednesday,N,N
20240711,2024-07-11,2024,Q3,7,July,28,Thursday,N,Y
20240712,2024-07-12,2024,Q3,7,July,28,Friday,N,Y
20240713,2024-07-13,2024,Q3,7,July,28,Saturday,Y,N
20240714,2024-07-14,2024,Q3,7,July,28,Sunday,Y,N
20240715,2024-07-15,2024,Q3,7,July,29,Monday,N,Y
20240716,2024-07-16,2024,Q3,7,July,29,Tuesday,N,N
20240717,2024-07-17,2024,Q3,7,July,29,Wednesday,N,N
20240718,2024-07-18,2024,Q3,7,July,29,Thursday,N,N
20240719,2024-07-19,2024,Q3,7,July,29,Friday,N,Y
20240720,2024-07-20,2024,Q3,7,July,29,Saturday,Y,Y
20240721,2024-07-21,2024,Q3,7,July,29,Sunday,Y,N
20240722,2024-07-22,2024,Q3,7,July,30,Monday,N,Y
20240723,2024-07-23,2024,Q3,7,July,30,Tuesday,N,Y
20240724,2024-07-24,2024,Q3,7,July,30,Wednesday,N,N
20240725,2024-07-25,2024,Q3,7,July,30,Thursday,N,N
20240726,2024-07-26,2024,Q3,7,July,30,Friday,N,N
20240727,2024-07-27,2024,Q3,7,July,30,Saturday,Y,N
20240728,2024-07-28,2024,Q3,7,July,30,Sunday,Y,Y
20240729,2024-07-29,2024,Q3,7,July,31,Monday,N,Y
20240730,2024-07-30,2024,Q3,7,July,31,Tuesday,N,N
20240731,2024-07-31,2024,Q3,7,July,31,Wednesday,N,N
20240801,2024-08-01,2024,Q3,8,August,31,Thursday,N,Y
20240802,2024-08-02,2024,Q3,8,August,31,Friday,N,N
20240803,2024-08-03,2024,Q3,8,August,31,Saturday,Y,N
20240804,2024-08-04,2024,Q3,8,August,31,Sunday,Y,N
20240805,2024-08-05,2024,Q3,8,August,32,Monday,N,Y
20240806,2024-08-06,2024,Q3,8,August,32,Tuesday,N,N
20240807,2024-08-07,2024,Q3,8,August,32,Wednesday,N,N
20240808,2024-08-08,2024,Q3,8,August,32,Thursday,N,N
20240809,2024-08-09,2024,Q3,8,August,32,Friday,N,N
20240810,2024-08-10,2024,Q3,8,August,32,Saturday,Y,N
20240811,2024-08-11,2024,Q3,8,August,32,Sunday,Y,Y
20240812,2024-08-12,2024,Q3,8,August,33,Monday,N,Y
20240813,2024-08-13,2024,Q3,8,August,33,Tuesday,N,N
20240814,2024-08-14,2024,Q3,8,August,33,Wednesday,N,N
20240815,2024-08-15,2024,Q3,8,August,33,Thursday,N,N
20240816,2024-08-16,2024,Q3,8,August,33,Friday,N,N
20240817,2024-08-17,2024,Q3,8,August,33,Saturday,Y,N
20240818,2024-08-18,2024,Q3,8,August,33,Sunday,Y,N
20240819,2024-08-19,2024,Q3,8,August,34,Monday,N,N
20240820,2024-08-20,2024,Q3,8,August,34,Tuesday,N,N
20240821,2024-08-21,2024,Q3,8,August,34,Wednesday,N,Y
20240822,2024-08-22,2024,Q3,8,August,34,Thursday,N,Y
20240823,2024-08-23,2024,Q3,8,August,34,Friday,N,N
20240824,2024-08-24,2024,Q3,8,August,34,Saturday,Y,N
20240825,2024-08-25,2024,Q3,8,August,34,Sunday,Y,N
20240826,2024-08-26,2024,Q3,8,August,35,Monday,N,N
20240827,2024-08-27,2024,Q3,8,August,35,Tuesday,N,N
20240828,2024-08-28,2024,Q3,8,August,35,Wednesday,N,Y
20240829,2024-08-29,2024,Q3,8,August,35,Thursday,N,Y
20240830,2024-08-30,2024,Q3,8,August,35,Friday,N,N
20240831,2024-08-31,2024,Q3,8,August,35,Saturday,Y,Y
20240901,2024-09-01,2024,Q3,9,September,35,Sunday,Y,N
20240902,2024-09-02,2024,Q3,9,September,36,Monday,N,N
20240903,2024-09-03,2024,Q3,9,September,36,Tuesday,N,N
20240904,2024-09-04,2024,Q3,9,September,36,Wednesday,N,N
20240905,2024-09-05,2024,Q3,9,September,36,Thursday,N,N
20240906,2024-09-06,2024,Q3,9,September,36,Friday,N,N
20240907,2024-09-07,2024,Q3,9,September,36,Saturday,Y,N
20240908,2024-09-08,2024,Q3,9,September,36,Sunday,Y,N
20240909,2024-09-09,2024,Q3,9,September,37,Monday,N,N
20240910,2024-09-10,2024,Q3,9,September,37,Tuesday,N,Y
20240911,2024-09-11,2024,Q3,9,September,37,Wednesday,N,N
20240912,2024-09-12,2024,Q3,9,September,37,Thursday,N,N
20240913,2024-09-13,2024,Q3,9,September,37,Friday,N,Y
20240914,2024-09-14,2024,Q3,9,September,37,Saturday,Y,N
20240915,2024-09-15,2024,Q3,9,September,37,Sunday,Y,Y
20240916,2024-09-16,2024,Q3,9,September,38,Monday,N,N
20240917,2024-09-17,2024,Q3,9,September,38,Tuesday,N,Y
20240918,2024-09-18,2024,Q3,9,September,38,Wednesday,N,N
20240919,2024-09-19,2024,Q3,9,September,38,Thursday,N,N
20240920,2024-09-20,2024,Q3,9,September,38,Friday,N,N
20240921,2024-09-21,2024,Q3,9,September,38,Saturday,Y,N
20240922,2024-09-22,2024,Q3,9,September,38,Sunday,Y,Y
20240923,2024-09-23,2024,Q3,9,September,39,Monday,N,Y
20240924,2024-09-24,2024,Q3,9,September,39,Tuesday,N,N
20240925,2024-09-25,2024,Q3,9,September,39,Wednesday,N,N
20240926,2024-09-26,2024,Q3,9,September,39,Thursday,N,N
20240927,2024-09-27,2024,Q3,9,September,39,Friday,N,Y
20240928,2024-09-28,2024,Q3,9,September,39,Saturday,Y,Y
20240929,2024-09-29,2024,Q3,9,September,39,Sunday,Y,N
20240930,2024-09-30,2024,Q3,9,September,40,Monday,N,N
20241001,2024-10-01,2024,Q4,10,October,40,Tuesday,N,N
20241002,2024-10-02,2024,Q4,10,October,40,Wednesday,N,Y
20241003,2024-10-03,2024,Q4,10,October,40,Thursday,N,N
20241004,2024-10-04,2024,Q4,10,October,40,Friday,N,N
20241005,2024-10-05,2024,Q4,10,October,40,Saturday,Y,N
20241006,2024-10-06,2024,Q4,10,October,40,Sunday,Y,N
20241007,2024-10-07,2024,Q4,10,October,41,Monday,N,N
20241008,2024-10-08,2024,Q4,10,October,41,Tuesday,N,N
20241009,2024-10-09,2024,Q4,10,October,41,Wednesday,N,N
20241010,2024-10-10,2024,Q4,10,October,41,Thursday,N,N
20241011,2024-10-11,2024,Q4,10,October,41,Friday,N,N
20241012,2024-10-12,2024,Q4,10,October,41,Saturday,Y,Y
20241013,2024-10-13,2024,Q4,10,October,41,Sunday,Y,N
20241014,2024-10-14,2024,Q4,10,October,42,Monday,N,N
20241015,2024-10-15,2024,Q4,10,October,42,Tuesday,N,Y
20241016,2024-10-16,2024,Q4,10,October,42,Wednesday,N,Y
20241017,2024-10-17,2024,Q4,10,October,42,Thursday,N,N
20241018,2024-10-18,2024,Q4,10,October,42,Friday,N,N
20241019,2024-10-19,2024,Q4,10,October,42,Saturday,Y,N
20241020,2024-10-20,2024,Q4,10,October,42,Sunday,Y,N
20241021,2024-10-21,2024,Q4,10,October,43,Monday,N,N
20241022,2024-10-22,2024,Q4,10,October,43,Tuesday,N,N
20241023,2024-10-23,2024,Q4,10,October,43,Wednesday,N,N
20241024,2024-10-24,2024,Q4,10,October,43,Thursday,N,Y
20241025,2024-10-25,2024,Q4,10,October,43,Friday,N,N
20241026,2024-10-26,2024,Q4,10,October,43,Saturday,Y,N
20241027,2024-10-27,2024,Q4,10,October,43,Sunday,Y,N
20241028,2024-10-28,2024,Q4,10,October,44,Monday,N,N
20241029,2024-10-29,2024,Q4,10,October,44,Tuesday,N,N
20241030,2024-10-30,2024,Q4,10,October,44,Wednesday,N,N
20241031,2024-10-31,2024,Q4,10,October,44,Thursday,N,N
20241101,2024-11-01,2024,Q4,11,November,44,Friday,N,Y
20241102,2024-11-02,2024,Q4,11,November,44,Saturday,Y,N
20241103,2024-11-03,2024,Q4,11,November,44,Sunday,Y,N
20241104,2024-11-04,2024,Q4,11,November,45,Monday,N,N
20241105,2024-11-05,2024,Q4,11,November,45,Tuesday,N,Y
20241106,2024-11-06,2024,Q4,11,November,45,Wednesday,N,Y
20241107,2024-11-07,2024,Q4,11,November,45,Thursday,N,N
20241108,2024-11-08,2024,Q4,11,November,45,Friday,N,Y
20241109,2024-11-09,2024,Q4,11,November,45,Saturday,Y,N
20241110,2024-11-10,2024,Q4,11,November,45,Sunday,Y,N
20241111,2024-11-11,2024,Q4,11,November,46,Monday,N,N
20241112,2024-11-12,2024,Q4,11,November,46,Tuesday,N,N
20241113,2024-11-13,2024,Q4,11,November,46,Wednesday,N,N
20241114,2024-11-14,2024,Q4,11,November,46,Thursday,N,N
20241115,2024-11-15,2024,Q4,11,November,46,Friday,N,Y
20241116,2024-11-16,2024,Q4,11,November,46,Saturday,Y,N
20241117,2024-11-17,2024,Q4,11,November,46,Sunday,Y,N
20241118,2024-11-18,2024,Q4,11,November,47,Monday,N,N
20241119,2024-11-19,2024,Q4,11,November,47,Tuesday,N,Y
20241120,2024-11-20,2024,Q4,11,November,47,Wednesday,N,Y
20241121,2024-11-21,2024,Q4,11,November,47,Thursday,N,Y
20241122,2024-11-22,2024,Q4,11,November,47,Friday,N,N
20241123,2024-11-23,2024,Q4,11,November,47,Saturday,Y,Y
20241124,2024-11-24,2024,Q4,11,November,47,Sunday,Y,N
20241125,2024-11-25,2024,Q4,11,November,48,Monday,N,N
20241126,2024-11-26,2024,Q4,11,November,48,Tuesday,N,N
20241127,2024-11-27,2024,Q4,11,November,48,Wednesday,N,N
20241128,2024-11-28,2024,Q4,11,November,48,Thursday,N,N
20241129,2024-11-29,2024,Q4,11,November,48,Friday,N,N
20241130,2024-11-30,2024,Q4,11,November,48,Saturday,Y,N
20241201,2024-12-01,2024,Q4,12,December,48,Sunday,Y,N
20241202,2024-12-02,2024,Q4,12,December,49,Monday,N,N
20241203,2024-12-03,2024,Q4,12,December,49,Tuesday,N,N
20241204,2024-12-04,2024,Q4,12,December,49,Wednesday,N,N
20241205,2024-12-05,2024,Q4,12,December,49,Thursday,N,N
20241206,2024-12-06,2024,Q4,12,December,49,Friday,N,Y
20241207,2024-12-07,2024,Q4,12,December,49,Saturday,Y,N
20241208,2024-12-08,2024,Q4,12,December,49,Sunday,Y,Y
20241209,2024-12-09,2024,Q4,12,December,50,Monday,N,N
20241210,2024-12-10,2024,Q4,12,December,50,Tuesday,N,N
20241211,2024-12-11,2024,Q4,12,December,50,Wednesday,N,N
20241212,2024-12-12,2024,Q4,12,December,50,Thursday,N,Y
20241213,2024-12-13,2024,Q4,12,December,50,Friday,N,N
20241214,2024-12-14,2024,Q4,12,December,50,Saturday,Y,Y
20241215,2024-12-15,2024,Q4,12,December,50,Sunday,Y,Y
20241216,2024-12-16,2024,Q4,12,December,51,Monday,N,N
20241217,2024-12-17,2024,Q4,12,December,51,Tuesday,N,N
20241218,2024-12-18,2024,Q4,12,December,51,Wednesday,N,N
20241219,2024-12-19,2024,Q4,12,December,51,Thursday,N,N
20241220,2024-12-20,2024,Q4,12,December,51,Friday,N,Y
20241221,2024-12-21,2024,Q4,12,December,51,Saturday,Y,N
20241222,2024-12-22,2024,Q4,12,December,51,Sunday,Y,N
20241223,2024-12-23,2024,Q4,12,December,52,Monday,N,N
20241224,2024-12-24,2024,Q4,12,December,52,Tuesday,N,Y
20241225,2024-12-25,2024,Q4,12,December,52,Wednesday,N,N
20241226,2024-12-26,2024,Q4,12,December,52,Thursday,N,N
20241227,2024-12-27,2024,Q4,12,December,52,Friday,N,N
20241228,2024-12-28,2024,Q4,12,December,52,Saturday,Y,N
20241229,2024-12-29,2024,Q4,12,December,52,Sunday,Y,Y
20241230,2024-12-30,2024,Q4,12,December,1,Monday,N,N
20241231,2024-12-31,2024,Q4,12,December,1,Tuesday,N,Y
