SHIPMENT_ID,SHIPMENT_LINE_ID,PO_ID,SUPPLIER_ID,WAREHOUSE_ID,ITEM_ID,SHIPMENT_DATE,EXPECTED_ARRIVAL_DATE,ACTUAL_ARRIVAL_DATE,QUANTITY_SHIPPED,QUANTITY_DAMAGED,CARRIER,TRACKING_NUMBER,SHIPMENT_STATUS,FREIGHT_COST_USD
SHP001344,SHPL001344,PO006723,SUP048,WH015,ITM0142,2024-05-11,2024-05-23,2024-05-12,68,0,FedEx,TRK6123944,IN_TRANSIT,977.01
SHP002555,SHPL002555,PO002939,SUP008,WH007,ITM0062,2024-10-25,2024-11-12,2024-11-16,31,1,Aramex,TRK8178293,DELAYED,4386.42
SHP002654,SHPL002654,PO005919,SUP046,WH015,ITM0029,2024-08-15,2024-08-26,2024-09-02,9,0,BlueDart,TRK2281742,IN_TRANSIT,1042.36
SHP001485,SHPL001485,PO002056,SUP013,WH002,ITM0038,2024-10-11,2024-10-13,2024-11-01,57,0,Aramex,TRK7843086,IN_TRANSIT,3721.51
SHP004241,SHPL004241,PO005856,SUP024,WH009,ITM0106,2023-12-23,2024-01-10,2024-01-19,-1,4,FedEx,TRK1344860,DELIVERED,2811.34
SHP001807,SHPL001807,PO014108,SUP040,WH007,ITM0040,2022-08-28,2022-09-10,2022-09-06,67,4,UPS,TRK7499531,IN_TRANSIT,1150.94
SHP000121_DUP,SHPL000121_DUP,PO009974,SUP017,WH007,ITM0026,2023-03-26,2023-04-04,2023-04-15,35,2,BlueDart,TRK2023951,IN_TRANSIT,
SHP002767,SHPL002767,PO013296,SUP034,WH002,ITM0051,2024-08-06,2024-08-20,2024-08-07,132,4,DHL,TRK3189479,DELAYED,2614.36
SHP002502,SHPL002502,PO005999,SUP026,WH010,ITM0143,2023-11-26,2023-12-20,2023-12-21,41,1,UPS,TRK1224862,IN_TRANSIT,4844.89
SHP003811,SHPL003811,PO018137,SUP028,WH002,ITM0098,2024-10-31,2024-11-07,2024-11-06,49,4,Aramex,TRK5406431,IN_TRANSIT,2223.92
SHP000676,SHPL000676,PO001332,SUP025,WH001,ITM0012,2022-10-25,2022-11-19,2022-10-28,155,15,Aramex,TRK4777018,DELIVERED,981.62
SHP000918,SHPL000918,PO017208,SUP024,WH010,ITM0134,2023-01-17,2023-01-22,2023-02-03,98,5,,TRK8481859,DELAYED,1590.02
SHP002458,SHPL002458,PO017403,SUP013,WH008,ITM0106,2023-02-08,2023-02-18,2023-02-19,110,8,Aramex,TRK7710455,LOST,3956.71
SHP000637_DUP,SHPL000637_DUP,PO011842,SUP029,WH018,ITM0055,2023-03-13,2023-03-16,2023-04-01,5,0,UPS,TRK8103131,DELAYED,INVALID
SHP002123,SHPL002123,PO009177,SUP042,WH014,ITM0105,2023-06-19,2023-06-30,2023-07-07,81,6,UPS,TRK3045786,DELAYED,500.72
SHP003433,SHPL003433,PO014653,SUP012,WH008,ITM0005,2024-03-11,2024-03-22,2024-03-17,85,4,DHL,INVALID,DELIVERED,957.57
SHP001488,SHPL001488,PO008735,SUP041,WH001,ITM0134,2023-08-05,2023-08-17,2023-08-09,104,6,UPS,TRK8447591,IN_TRANSIT,4719.42
SHP000866,SHPL000866,PO014325,SUP045,WH018,ITM0020,2023-02-17,2023-02-22,2023-02-21,68,6,Aramex,TRK8499695,LOST,4823.09
SHP001185,SHPL001185,PO009004,SUP029,WH007,ITM0149,2023-08-11,2023-08-22,2023-08-25,30,0,FedEx,TRK4697424,DELIVERED,944.91
SHP000725,SHPL000725,PO013013,SUP041,WH019,ITM0009,2022-11-25,2022-12-06,2022-12-13,78,4,Aramex,TRK7927339,RETURNED,428.72
SHP003121,SHPL003121,PO012371,SUP013,WH014,ITM0065,2023-07-09,2023-08-03,2023-07-24,22,1,,TRK4005065,LOST,1650.73
SHP004780,SHPL004780,PO016724,SUP028,WH015,ITM0112,2022-07-01,2022-07-03,2022-07-31,200,10,Aramex,TRK5997532,LOST,568.02
SHP004128,SHPL004128,PO018693,SUP032,WH005,ITM0125,2023-12-05,2023-12-28,2024-01-04,74,7,BlueDart,TRK2455063,RETURNED,2889.11
SHP003198,SHPL003198,PO008032,SUP031,WH020,ITM0079,2022-07-02,2022-07-16,2022-07-24,147,11,DHL,TRK6449167,DELIVERED,2114.98
SHP000546,SHPL000546,PO018959,SUP009,WH002,ITM0065,2024-08-24,2024-08-26,2024-08-25,1,0,Aramex,TRK8575820,IN_TRANSIT,4480.97
SHP003780,SHPL003780,PO016977,SUP014,WH006,ITM0143,2023-08-20,2023-09-09,2023-09-08,173,6,BlueDart,TRK3325667,DELAYED,2846.55
SHP002960,SHPL002960,PO017072,SUP022,WH004,ITM0140,2023-11-30,2023-12-24,2023-12-25,157,9,Aramex,TRK4955705,IN_TRANSIT,1063.97
SHP001079,SHPL001079,PO017262,SUP018,WH003,ITM0090,2022-11-15,2022-11-19,2022-12-01,185,8,BlueDart,TRK2923966,INVALID,4236.25
SHP004200,SHPL004200,PO005879,SUP031,WH007,ITM0065,2023-02-26,2023-03-20,2023-03-07,77,7,Aramex,TRK7231148,IN_TRANSIT,INVALID
SHP003361,SHPL003361,PO015814,SUP045,WH015,ITM0125,2024-06-13,2024-06-23,2024-07-06,107,1,DHL,TRK7827810,DELIVERED,3421.69
SHP001369,SHPL001369,PO018699,SUP007,WH004,ITM0118,2024-01-10,2024-01-11,2024-02-08,65,5,FedEx,,LOST,575.69
SHP001320,SHPL001320,PO008987,SUP029,WH016,ITM0004,2024-06-23,2024-07-10,2024-07-03,65,4,BlueDart,TRK9034470,IN_TRANSIT,2857.81
SHP001336,SHPL001336,PO002070,SUP014,WH008,ITM0113,2023-08-11,2023-09-03,2023-09-04,198,15,FedEx,TRK7374607,DELIVERED,589.13
SHP000003,SHPL000003,PO004707,SUP023,WH013,ITM0084,2024-10-08,2024-10-24,2024-10-29,11,0,DHL,,DELIVERED,444.6
SHP001261,SHPL001261,PO012053,SUP016,WH014,ITM0144,2022-06-12,2022-06-26,2022-07-07,58,1,UPS,TRK4197431,RETURNED,1083.28
SHP002644,SHPL002644,PO010466,SUP017,WH017,ITM0124,2022-08-16,2022-08-26,2022-09-07,133,0,UPS,TRK8815181,LOST,396.18
SHP002951,SHPL002951,PO010182,SUP025,WH015,ITM0105,2024-09-04,2024-09-29,2024-09-26,10,1,UPS,TRK5660431,RETURNED,2274.87
SHP002630,SHPL002630,PO008137,SUP045,WH002,ITM0040,2022-09-07,2022-09-14,2022-09-18,61,2,BlueDart,,DELIVERED,2101.66
SHP004842,SHPL004842,PO007514,SUP016,WH011,ITM0014,2022-09-14,2022-09-26,2022-10-08,129,8,FedEx,TRK7714654,,INVALID
SHP001302,SHPL001302,PO015253,SUP019,WH001,ITM0122,2022-06-05,2022-06-14,2022-06-12,26,1,DHL,TRK6893167,RETURNED,2940.56
SHP003451,SHPL003451,PO014013,SUP046,WH006,ITM0116,2022-10-03,2022-10-05,2022-10-12,138,6,UPS,TRK2067057,LOST,449.58
SHP001451,SHPL001451,PO004138,SUP004,WH020,ITM0131,2022-10-07,2022-10-11,2022-10-19,68,4,DHL,TRK7002480,DELIVERED,3094.7
SHP004615,SHPL004615,PO002546,SUP041,WH011,ITM0052,2024-09-12,2024-09-15,2024-10-05,46,3,UPS,TRK7062035,IN_TRANSIT,4640.34
SHP004676,SHPL004676,PO001991,SUP044,WH013,ITM0123,2023-04-29,2023-05-02,2023-05-18,22,1,Aramex,TRK2973086,DELIVERED,INVALID
SHP003587,SHPL003587,PO007082,SUP049,WH015,ITM0077,2023-09-10,2023-09-29,2023-09-24,5,0,Aramex,INVALID,DELIVERED,3287.14
SHP000792,SHPL000792,PO010386,SUP042,WH004,ITM0005,2023-10-10,2023-10-21,2023-11-05,188,10,DHL,TRK2832827,DELIVERED,4704.56
SHP000474,SHPL000474,PO015272,SUP019,WH013,ITM0125,2024-02-21,2024-03-08,2024-02-28,193,4,Aramex,TRK9829169,,2113.11
SHP001878,SHPL001878,PO005738,SUP004,WH018,ITM0094,2022-10-25,2022-11-06,2022-11-21,120,1,BlueDart,TRK8820238,DELAYED,3746.9
SHP001679,SHPL001679,PO019731,SUP039,WH002,ITM0077,2023-09-02,2023-09-03,2023-09-14,95,4,FedEx,TRK9499137,IN_TRANSIT,4197.88
SHP003056,SHPL003056,PO004319,SUP004,WH018,ITM0060,2022-11-06,2022-11-17,2022-11-27,192,9,DHL,TRK7167370,DELIVERED,2379.11
SHP001127,SHPL001127,PO018270,SUP020,WH007,ITM0077,2022-12-23,2023-01-15,2022-12-25,53,5,UPS,TRK6492169,,4729.71
SHP002004,SHPL002004,PO001738,SUP011,WH018,ITM0112,2022-10-25,2022-10-27,2022-11-17,2,0,Aramex,TRK2671400,DELAYED,769.94
SHP000940,SHPL000940,PO015727,SUP046,WH015,ITM0125,2024-07-25,2024-07-26,2024-08-18,58,0,UPS,TRK2209381,RETURNED,1034.76
SHP004413,SHPL004413,PO018779,SUP034,WH001,ITM0149,2022-11-08,2022-11-22,2022-11-11,30,0,FedEx,TRK4627165,IN_TRANSIT,2192.47
SHP003852,SHPL003852,PO003735,SUP020,WH020,ITM0069,2022-08-29,2022-09-10,2022-09-16,93,8,UPS,TRK3368953,DELIVERED,3345.85
SHP001545,SHPL001545,PO018237,SUP034,WH012,ITM0051,2024-08-01,2024-08-13,2024-08-21,86,7,Aramex,TRK7621225,IN_TRANSIT,3261.01
SHP003602,SHPL003602,PO006027,SUP042,WH009,ITM0086,2023-07-20,2023-07-26,2023-07-21,146,10,DHL,TRK4149424,RETURNED,3210.42
SHP002327,SHPL002327,PO013659,SUP014,WH006,ITM0147,2024-04-22,2024-05-08,2024-05-08,160,0,DHL,TRK6425604,IN_TRANSIT,2670.06
SHP003529,SHPL003529,PO016992,SUP045,WH001,ITM0108,2024-12-30,2025-01-23,2025-01-11,73,6,UPS,TRK5804569,DELAYED,2816.24
SHP000920,SHPL000920,PO014758,SUP024,WH002,ITM0071,2024-06-25,2024-07-01,2024-07-09,163,6,Aramex,TRK2629931,INVALID,976.15
SHP004971,SHPL004971,PO008965,SUP009,WH018,ITM0017,2022-05-31,2022-06-02,2022-06-14,160,13,FedEx,TRK1356845,RETURNED,2152.45
SHP001139,SHPL001139,PO007047,SUP029,WH004,ITM0029,2022-02-14,2022-03-11,2022-02-20,16,1,UPS,TRK4641836,DELAYED,4733.78
SHP001963,SHPL001963,PO017911,SUP015,WH016,ITM0114,2022-06-23,2022-06-24,2022-06-28,194,10,FedEx,TRK5988574,DELIVERED,1950.51
SHP002916,SHPL002916,PO000394,SUP008,WH017,ITM0035,2023-01-03,2023-01-20,2023-01-07,11,0,DHL,TRK9614688,LOST,589.85
SHP002120,SHPL002120,PO006738,SUP032,WH008,ITM0036,2024-09-29,2024-10-21,2024-10-05,106,8,BlueDart,TRK4398567,DELIVERED,INVALID
SHP002374,SHPL002374,PO012918,SUP013,WH017,ITM0124,2023-07-23,2023-08-01,2023-07-25,120,7,BlueDart,TRK5416662,RETURNED,3002.08
SHP000189,SHPL000189,PO015486,SUP029,WH001,ITM0021,2024-08-03,2024-08-21,2024-08-05,108,2,Aramex,TRK9286106,IN_TRANSIT,2399.33
SHP001359,SHPL001359,PO009514,SUP035,WH016,ITM0135,2024-01-17,2024-02-01,2024-01-29,25,1,DHL,TRK2419222,,3103.94
SHP001931,SHPL001931,PO004603,SUP032,WH019,ITM0064,2023-09-22,2023-10-07,2023-10-16,196,0,DHL,TRK4324150,DELIVERED,273.29
SHP003218,SHPL003218,PO013509,SUP025,WH020,ITM0088,2022-02-15,2022-02-25,2022-02-22,200,6,UPS,TRK3946157,RETURNED,3089.66
SHP000713,SHPL000713,PO013140,SUP035,WH004,ITM0081,2023-05-05,2023-05-21,2023-05-10,189,13,Aramex,TRK3927157,DELAYED,1206.57
SHP001877,SHPL001877,PO019664,SUP008,WH005,ITM0052,2023-10-08,2023-10-09,2023-10-13,69,3,FedEx,TRK6770056,IN_TRANSIT,1553.0
SHP003032,SHPL003032,PO002775,SUP012,WH009,ITM0011,2024-07-20,2024-07-22,2024-08-14,100,6,DHL,TRK7679865,DELAYED,1649.81
SHP004240,SHPL004240,PO013582,SUP043,WH014,ITM0072,2023-09-18,2023-10-12,2023-10-04,,1,FedEx,TRK2403889,IN_TRANSIT,2762.28
SHP003725,SHPL003725,PO003272,SUP046,WH012,ITM0040,2022-10-05,2022-10-24,2022-10-21,139,11,BlueDart,TRK3421952,DELIVERED,-1
SHP001534,SHPL001534,PO016087,SUP041,WH016,ITM0016,2023-06-12,2023-06-17,2023-06-22,153,8,DHL,TRK5339254,IN_TRANSIT,4168.5
SHP003095,SHPL003095,PO009805,SUP005,WH011,ITM0030,2024-08-29,2024-09-16,2024-09-28,156,4,BlueDart,TRK7302254,RETURNED,238.09
SHP000563,SHPL000563,PO015335,SUP047,WH018,ITM0068,2022-04-13,2022-05-08,2022-04-25,64,0,FedEx,TRK2167998,DELAYED,2831.61
SHP000422,SHPL000422,PO007565,SUP032,WH020,ITM0049,2024-07-24,2024-08-18,2024-08-05,4,0,FedEx,TRK9189692,DELIVERED,4181.47
SHP002180,SHPL002180,PO004432,SUP027,WH002,ITM0004,2024-04-20,2024-05-14,2024-04-27,13,1,BlueDart,TRK7886662,RETURNED,2586.51
SHP002783,SHPL002783,PO018042,SUP021,WH019,ITM0102,2024-11-24,2024-12-10,2024-12-18,59,0,Aramex,TRK1505129,DELAYED,4128.72
SHP001202,SHPL001202,PO006535,SUP043,WH003,ITM0086,2024-07-24,2024-08-16,2024-08-12,6,0,UPS,TRK7480896,DELAYED,1858.04
SHP003339,SHPL003339,PO010920,SUP003,WH020,ITM0104,2024-01-01,2024-01-10,2024-01-04,138,8,BlueDart,TRK7638248,IN_TRANSIT,4762.17
SHP001297,SHPL001297,PO004169,SUP024,WH011,ITM0113,2022-12-28,2023-01-11,2023-01-13,20,2,Aramex,TRK6403454,LOST,3282.36
SHP000475,SHPL000475,PO015341,SUP047,WH020,ITM0113,2023-11-27,2023-12-08,2023-12-15,160,4,FedEx,TRK6918599,LOST,4578.06
SHP003467,SHPL003467,PO005835,SUP029,WH015,ITM0062,2024-12-26,2025-01-01,2025-01-20,9,0,BlueDart,TRK7508536,LOST,3512.38
SHP003829,SHPL003829,PO019795,SUP030,WH017,ITM0085,2022-01-29,2022-02-01,2022-02-18,53,4,DHL,TRK3726581,DELAYED,380.42
SHP000309,SHPL000309,PO005333,SUP032,WH008,ITM0150,2024-07-04,2024-07-28,2024-07-13,75,7,BlueDart,TRK2957379,RETURNED,4686.26
SHP003961,SHPL003961,PO019596,SUP031,WH018,ITM0064,2022-08-18,2022-09-06,2022-08-29,41,4,DHL,TRK8271729,RETURNED,3325.9
SHP004486,SHPL004486,PO015310,SUP020,WH003,ITM0080,2024-12-30,2024-12-31,2025-01-25,68,3,DHL,TRK2327109,LOST,4788.73
SHP000345,SHPL000345,PO008567,SUP042,WH004,ITM0130,2024-11-18,2024-12-03,2024-12-17,121,1,DHL,TRK4078589,DELIVERED,1267.02
SHP001303,SHPL001303,PO002354,SUP021,WH019,ITM0100,2023-08-14,2023-08-17,2023-09-09,168,15,FedEx,TRK4787374,LOST,3210.57
SHP000049,SHPL000049,PO012699,SUP010,WH016,ITM0092,2022-02-09,2022-02-28,2022-03-11,178,1,DHL,TRK6661159,RETURNED,4853.06
SHP002306,SHPL002306,PO016765,SUP026,WH014,ITM0123,2023-08-16,2023-09-05,2023-09-06,117,6,,TRK4610951,DELIVERED,1087.17
SHP003072,SHPL003072,PO002908,SUP006,WH013,ITM0088,2023-11-24,2023-12-03,2023-12-07,169,1,DHL,TRK6923921,IN_TRANSIT,2309.71
SHP003636,SHPL003636,PO008766,SUP011,WH020,ITM0134,2023-02-10,2023-03-06,2023-02-11,40,3,,TRK8916785,DELAYED,1195.74
SHP000685,SHPL000685,PO011652,SUP043,WH001,ITM0057,2024-06-06,2024-06-11,2024-06-11,142,8,FedEx,TRK9789880,DELAYED,3863.53
SHP001764,SHPL001764,PO014212,SUP030,WH019,ITM0044,2023-06-04,2023-06-05,2023-06-30,48,1,Aramex,INVALID,LOST,
SHP001821,SHPL001821,PO003758,SUP038,WH008,ITM0030,2024-05-23,2024-06-04,2024-05-26,102,7,BlueDart,TRK1533500,LOST,2500.05
SHP002602,SHPL002602,PO007283,SUP022,WH019,ITM0024,2024-10-10,2024-11-03,2024-10-11,13,1,UPS,TRK5305489,DELIVERED,2248.94
SHP002356,SHPL002356,PO004010,SUP004,WH010,ITM0066,2022-12-18,2022-12-24,2023-01-16,150,5,FedEx,TRK5285107,DELAYED,4165.06
SHP002080,SHPL002080,PO001020,SUP047,WH016,ITM0072,2024-08-14,2024-09-06,2024-08-30,86,3,,TRK2602483,LOST,4306.27
SHP000662_DUP,SHPL000662_DUP,PO018213,SUP036,WH019,ITM0002,2022-12-30,2023-01-03,2023-01-07,158,11,Aramex,TRK3908250,RETURNED,1056.45
SHP001452,SHPL001452,PO007212,SUP004,WH011,ITM0091,2022-01-02,2022-01-10,2022-01-26,137,1,UPS,INVALID,IN_TRANSIT,3644.36
SHP003959,SHPL003959,PO019704,SUP031,WH009,ITM0031,2022-09-02,2022-09-08,2022-10-01,170,8,BlueDart,,LOST,4209.48
SHP002632,SHPL002632,PO001747,SUP015,WH009,ITM0054,2024-09-20,2024-09-21,2024-10-17,165,15,Aramex,TRK9727313,DELIVERED,2920.7
SHP004462,SHPL004462,PO019349,SUP050,WH007,ITM0041,2024-01-17,2024-01-26,2024-01-23,55,5,Aramex,TRK1808810,IN_TRANSIT,1305.39
SHP003412,SHPL003412,PO009369,SUP024,WH004,ITM0084,2024-02-11,2024-02-20,2024-03-05,199,0,Aramex,TRK4792548,IN_TRANSIT,128.23
SHP003122,SHPL003122,PO007354,SUP019,WH016,ITM0028,2022-10-30,2022-11-09,2022-11-06,11,1,BlueDart,TRK7568438,LOST,1221.6
SHP003593,SHPL003593,PO015110,SUP030,WH005,ITM0150,2023-05-24,2023-06-04,2023-06-07,54,3,FedEx,TRK4188776,DELAYED,4808.0
SHP003237,SHPL003237,PO003241,SUP004,WH003,ITM0002,2024-07-26,2024-08-18,2024-08-18,32,3,INVALID,,DELIVERED,4886.28
SHP001103,SHPL001103,PO015107,SUP004,WH003,ITM0069,2023-03-20,2023-04-11,2023-04-02,123,7,DHL,TRK6463351,DELIVERED,1490.59
SHP002177,SHPL002177,PO001363,SUP030,WH005,ITM0070,2022-01-11,2022-01-28,2022-02-09,135,1,UPS,TRK7749695,DELAYED,2371.62
SHP002556,SHPL002556,PO007930,SUP022,WH002,ITM0134,2023-08-26,2023-09-03,2023-09-10,172,5,DHL,TRK3879889,IN_TRANSIT,
SHP000607,SHPL000607,PO011436,SUP003,WH002,ITM0033,2024-07-22,2024-07-24,2024-08-12,19,1,DHL,TRK7899919,INVALID,3383.71
SHP000021,SHPL000021,PO001762,SUP015,WH015,ITM0028,2024-12-02,2024-12-07,2024-12-28,163,7,FedEx,TRK5491929,RETURNED,
SHP000034,SHPL000034,PO005947,SUP042,WH019,ITM0134,2024-07-01,2024-07-07,2024-07-07,170,7,FedEx,TRK5391024,IN_TRANSIT,4623.84
SHP002575,SHPL002575,PO018710,SUP027,WH020,ITM0023,2022-08-31,2022-09-11,2022-09-21,158,9,Aramex,TRK2441520,RETURNED,4205.01
SHP000833,SHPL000833,PO004974,SUP015,WH011,ITM0095,2023-05-19,2023-06-02,2023-06-17,128,4,UPS,TRK2896522,IN_TRANSIT,4825.73
SHP001479,SHPL001479,PO017893,SUP050,WH011,ITM0096,2023-11-21,2023-12-04,2023-12-13,180,15,DHL,TRK8742327,IN_TRANSIT,895.13
SHP000453,SHPL000453,PO017739,SUP015,WH014,ITM0003,2022-09-10,2022-09-16,2022-09-29,75,6,DHL,TRK3059413,RETURNED,2590.26
SHP002932,SHPL002932,PO015539,SUP048,WH020,ITM0017,2024-01-05,2024-01-27,2024-01-10,137,11,FedEx,TRK3583478,DELAYED,2675.71
SHP004711,SHPL004711,PO016108,SUP013,WH007,ITM0062,2024-08-18,2024-08-28,2024-08-26,158,9,UPS,TRK4659701,DELIVERED,2673.87
SHP004014,SHPL004014,PO009911,SUP022,WH016,ITM0150,2024-07-27,2024-08-03,2024-08-21,85,8,FedEx,TRK7656347,DELAYED,3420.33
SHP000991,SHPL000991,PO016864,SUP040,WH002,ITM0117,2022-07-25,2022-07-30,2022-08-19,99,9,FedEx,TRK7660377,DELIVERED,1417.77
SHP001096,SHPL001096,PO017140,SUP023,WH007,ITM0105,2024-02-05,2024-02-14,2024-02-22,135,3,UPS,TRK2913063,,2093.14
SHP003302,SHPL003302,PO013856,SUP048,WH010,ITM0119,2023-09-02,2023-09-26,2023-09-27,89,0,DHL,TRK3716274,DELAYED,2932.18
SHP003331,SHPL003331,PO005677,SUP043,WH011,ITM0012,2022-11-23,2022-12-15,2022-12-21,41,1,UPS,TRK1546623,LOST,3873.92
SHP003196,SHPL003196,PO003013,SUP030,WH005,ITM0042,2022-09-12,2022-10-04,2022-10-02,161,7,DHL,TRK8778544,IN_TRANSIT,3420.05
SHP003353,SHPL003353,PO012291,SUP036,WH017,ITM0048,2022-03-04,2022-03-05,2022-03-16,143,12,BlueDart,TRK5543054,LOST,1444.16
SHP000658,SHPL000658,PO005209,SUP042,WH009,ITM0120,2024-08-13,2024-08-21,2024-08-17,105,8,Aramex,TRK5347735,DELAYED,
SHP001818,SHPL001818,PO003579,SUP010,WH017,ITM0031,2024-09-03,2024-09-13,2024-09-21,60,2,FedEx,TRK1669174,IN_TRANSIT,1872.7
SHP002423,SHPL002423,PO019581,SUP038,WH010,ITM0069,2024-02-28,2024-03-18,2024-03-22,63,4,UPS,TRK5174681,DELAYED,698.31
SHP003471,SHPL003471,PO016452,SUP036,WH005,ITM0010,2024-11-22,2024-11-28,2024-12-14,52,1,UPS,TRK7765288,RETURNED,4661.9
SHP001527,SHPL001527,PO005364,SUP018,WH016,ITM0113,2022-04-29,2022-05-05,2022-05-29,162,16,UPS,TRK5527162,DELIVERED,2077.14
SHP002466,SHPL002466,PO017453,SUP044,WH016,ITM0119,2023-11-30,2023-12-19,2023-12-29,70,7,FedEx,TRK4656919,DELAYED,3211.68
SHP004002,SHPL004002,PO017210,SUP032,WH006,ITM0004,2024-05-14,2024-05-19,2024-05-16,19,0,BlueDart,TRK7302396,IN_TRANSIT,4556.81
SHP002670,SHPL002670,PO009520,SUP047,WH013,ITM0028,2023-09-22,2023-09-26,2023-09-23,81,2,FedEx,TRK7417274,DELIVERED,4680.11
SHP001206,SHPL001206,PO008121,SUP035,WH012,ITM0129,2022-11-20,2022-12-15,2022-11-25,3,0,BlueDart,TRK7392434,RETURNED,529.34
SHP003483,SHPL003483,PO004668,SUP003,WH001,ITM0061,2022-06-12,2022-06-15,2022-06-26,160,11,,,LOST,4115.94
SHP004131,SHPL004131,PO010392,SUP003,WH013,ITM0069,2023-07-20,2023-08-07,2023-07-28,93,9,DHL,TRK9812727,,2491.76
SHP003835,SHPL003835,PO011378,SUP011,WH012,ITM0047,2022-12-25,2022-12-27,2022-12-26,78,4,FedEx,TRK2630410,RETURNED,1992.68
SHP000701,SHPL000701,PO004151,SUP041,WH004,ITM0094,2022-08-24,2022-09-01,2022-08-25,78,7,FedEx,TRK8830930,RETURNED,1164.79
SHP002281,SHPL002281,PO019281,SUP030,WH018,ITM0087,2022-11-01,2022-11-22,2022-11-12,54,0,DHL,TRK1936952,DELIVERED,1000.56
SHP004709,SHPL004709,PO018699,SUP008,WH013,ITM0101,2022-05-01,2022-05-11,2022-05-07,141,2,UPS,TRK6051803,DELIVERED,107.33
SHP002186,SHPL002186,PO008229,SUP027,WH009,ITM0131,2023-01-29,2023-02-17,2023-02-02,163,12,DHL,TRK7139018,IN_TRANSIT,1399.28
SHP002373,SHPL002373,PO014912,SUP030,WH009,ITM0122,2022-02-01,2022-02-03,2022-02-11,14,1,UPS,TRK3977747,LOST,1652.81
SHP003825,SHPL003825,PO011099,SUP047,WH001,ITM0139,2022-02-26,2022-03-10,2022-03-21,187,17,FedEx,TRK9142926,IN_TRANSIT,2597.48
SHP002733,SHPL002733,PO015695,SUP028,WH005,ITM0057,2022-12-22,2023-01-01,2023-01-01,198,19,FedEx,TRK7958695,LOST,2326.71
SHP003027,SHPL003027,PO000559,SUP006,WH014,ITM0077,2023-05-11,2023-05-25,2023-05-31,136,12,UPS,TRK3099007,LOST,1960.61
SHP001866,SHPL001866,PO018746,SUP003,WH009,ITM0106,2023-09-20,2023-09-26,2023-10-09,129,1,Aramex,TRK1203970,LOST,3385.4
SHP000802,SHPL000802,PO000332,SUP038,WH010,ITM0077,2023-10-09,2023-10-27,2023-10-25,130,4,DHL,TRK5350939,DELIVERED,3760.8
SHP002641,SHPL002641,PO002823,SUP014,WH006,ITM0021,2024-10-24,2024-10-28,2024-11-02,18,0,DHL,TRK9292154,INVALID,4759.79
SHP004351,SHPL004351,PO007830,SUP026,WH001,ITM0039,2022-01-07,2022-01-12,2022-01-18,35,0,Aramex,TRK8109778,DELIVERED,1264.81
SHP003068,SHPL003068,PO008876,SUP014,WH009,ITM0018,2024-10-21,2024-11-03,2024-11-16,179,16,UPS,TRK6488010,LOST,
SHP001551,SHPL001551,PO019037,SUP034,WH007,ITM0013,2023-06-09,2023-06-19,2023-07-03,96,7,UPS,TRK3755179,DELAYED,1771.89
SHP002512,SHPL002512,PO017566,SUP025,WH003,ITM0027,2023-08-09,2023-08-25,2023-08-27,68,2,Aramex,TRK2094746,DELAYED,281.34
SHP003818,SHPL003818,PO007501,SUP042,WH017,ITM0048,2024-11-26,2024-12-20,2024-12-17,78,2,UPS,TRK8855844,DELAYED,3123.08
SHP002323,SHPL002323,PO015966,SUP003,WH013,ITM0060,2022-08-09,2022-08-16,2022-09-06,124,8,FedEx,TRK7635033,DELIVERED,-1
SHP004319,SHPL004319,PO001747,SUP001,WH001,ITM0037,2024-08-28,2024-08-29,2024-09-24,107,3,BlueDart,,DELAYED,1423.83
SHP004085,SHPL004085,PO009134,SUP007,WH011,ITM0017,2024-09-22,2024-10-17,2024-09-30,35,1,INVALID,TRK1010889,DELAYED,1775.97
SHP000670,SHPL000670,PO013850,SUP027,WH009,ITM0121,2024-04-09,2024-04-18,2024-04-15,18,0,DHL,TRK1386728,DELIVERED,2875.38
SHP002945,SHPL002945,PO012822,SUP037,WH010,ITM0081,2023-05-01,2023-05-04,2023-05-28,127,3,FedEx,TRK9386437,IN_TRANSIT,2543.38
SHP003415,SHPL003415,PO017491,SUP007,WH006,ITM0117,2023-11-15,2023-12-06,2023-12-07,116,4,UPS,TRK1840701,DELAYED,986.07
SHP001506,SHPL001506,PO017847,SUP045,WH010,ITM0145,2022-05-19,2022-05-26,2022-06-08,78,6,Aramex,TRK8151820,RETURNED,4204.47
SHP000479,SHPL000479,PO007573,SUP021,WH003,ITM0141,2024-10-21,2024-11-04,2024-11-09,138,10,FedEx,TRK5958362,DELAYED,4542.19
SHP001335,SHPL001335,PO014791,SUP038,WH014,ITM0034,2022-09-14,2022-09-21,2022-10-07,61,0,UPS,TRK8521014,DELIVERED,2629.83
SHP002431,SHPL002431,PO016525,SUP006,WH015,ITM0080,2022-12-10,2022-12-30,2022-12-31,140,12,DHL,TRK8115827,DELAYED,676.62
SHP001835,SHPL001835,PO007013,SUP040,WH014,ITM0111,2023-03-28,2023-04-11,2023-04-25,156,1,Aramex,TRK7870334,LOST,3715.12
SHP001063,SHPL001063,PO007722,SUP031,WH014,ITM0119,2022-01-24,2022-02-01,2022-01-29,48,3,BlueDart,TRK2940606,DELAYED,4531.65
SHP002967,SHPL002967,PO002009,SUP030,WH009,ITM0061,2023-11-02,2023-11-07,2023-11-28,138,6,BlueDart,TRK2086696,IN_TRANSIT,1810.07
