PO_ID,PO_LINE_ID,SUPPLIER_ID,ITEM_ID,CUSTOMER_ID,WAREHOUSE_ID,CURRENCY_CODE,ORDER_DATE,EXPECTED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,STATUS,QUANTITY_ORDERED,QUANTITY_RECEIVED,UNIT_PRICE_ORIG,UNIT_COST_ORIG,TOTAL_AMOUNT_ORIG,DISCOUNT_PCT,PAYMENT_STATUS,INVOICE_NUMBER,NOTES
PO006358,POL006358,SUP027,ITM0007,CUST0065,WH014,INR,2022-08-08,2022-08-12,2022-08-27,APPROVED,449,91,992.09,727.43,445448.41,3.05,OVERDUE,INV668365,Quality issue
PO012677,POL012677,SUP046,ITM0022,CUST0075,WH014,GBP,2022-09-25,2022-11-12,2022-11-22,APPROVED,283,76,426.04,227.87,120569.32,3.35,OVERDUE,INV352524,
PO006280,POL006280,SUP034,ITM0056,CUST0055,WH003,USD,2023-08-02,2023-09-19,,APPROVED,52,9,2301.36,1774.51,119670.72,13.89,PAID,INV329974,
PO019380,POL019380,SUP023,ITM0051,CUST0024,WH003,MXN,2023-11-02,2023-12-10,2023-12-21,APPROVED,247,28,3484.72,2619.0,860725.84,13.04,PARTIAL,INV483711,
PO014477,POL014477,SUP040,ITM0132,CUST0024,WH013,EUR,2022-09-25,2022-11-23,2022-11-28,PENDING,176,0,3644.54,2806.44,641439.04,0.43,PARTIAL,INV519462,Quality issue
PO014155,POL014155,SUP046,ITM0065,CUST0004,WH007,USD,2024-08-27,2024-09-07,,SHIPPED,318,147,753.77,462.46,239698.86,1.77,PARTIAL,INV318152,
PO005836,POL005836,SUP031,ITM0092,CUST0052,WH003,CAD,2023-09-29,2023-11-14,2023-11-09,SHIPPED,133,82,4591.48,3103.51,610666.84,17.77,OVERDUE,INV293756,
PO004556,POL004556,SUP032,ITM0081,CUST0038,WH012,USD,2023-07-23,2023-09-21,2023-09-28,PARTIALLY_DELIVERED,232,198,3418.72,1799.76,793143.04,15.69,OVERDUE,INV768219,
PO009601,POL009601,SUP034,ITM0125,CUST0097,WH003,GBP,2023-07-01,2023-08-15,2023-08-12,CANCELLED,495,69,2837.41,1810.58,-999,6.34,PARTIAL,INV311295,Partial shipment
PO000406,POL000406,SUP037,ITM0129,CUST0074,WH018,EUR,2022-03-08,2022-04-22,2022-04-29,APPROVED,490,375,391.17,305.37,191673.3,8.36,PAID,INV988767,Quality issue
PO018599,POL018599,SUP037,ITM0035,CUST0075,WH006,GBP,2023-11-10,2023-12-16,2023-12-14,CANCELLED,452,94,4521.28,2916.7,2043618.56,7.51,UNPAID,INV516284,
PO011542,POL011542,SUP041,ITM0109,CUST0066,WH001,CAD,2024-04-03,2024-05-03,2024-05-05,PARTIALLY_DELIVERED,206,12,3644.87,2733.77,750843.22,5.4,PAID,INV142026,
PO009614,POL009614,SUP047,ITM0106,CUST0072,WH010,AUD,2024-02-10,2024-03-24,2024-03-25,PARTIALLY_DELIVERED,46,2,2158.15,1422.19,99274.9,4.53,UNPAID,INV234395,Partial shipment
PO018948,POL018948,SUP031,ITM0019,CUST0043,WH020,EUR,2024-05-25,2024-07-20,2024-07-18,APPROVED,466,444,1388.86,887.51,647208.76,5.84,PAID,INV294104,Quality issue
PO009051,POL009051,SUP043,ITM0038,CUST0091,WH015,USD,2024-11-26,2024-12-20,2024-12-19,SHIPPED,291,141,981.82,596.25,285709.62,7.46,PARTIAL,INV166784,Partial shipment
PO013347,POL013347,SUP027,ITM0008,CUST0061,WH007,INR,2023-03-04,2023-03-29,,SHIPPED,353,15,3687.96,2733.69,1301849.88,18.99,UNPAID,INV674127,Quality issue
PO011275,POL011275,SUP011,ITM0150,CUST0045,WH007,USD,2022-09-13,2022-09-25,2022-10-06,SHIPPED,102,11,1161.33,598.24,118455.66,8.88,UNPAID,INV272906,
PO017395,POL017395,SUP034,ITM0057,CUST0021,WH007,AUD,2024-01-08,2024-03-02,,SHIPPED,240,167,945.85,676.8,227004.0,13.6,UNPAID,INV687534,
PO009785,POL009785,SUP020,ITM0005,CUST0092,WH007,USD,2023-03-27,2023-05-10,2023-05-07,APPROVED,242,51,1267.55,832.47,306747.1,16.46,PAID,INV910175,Partial shipment
PO013206,POL013206,SUP031,ITM0137,CUST0061,WH002,JPY,2023-06-28,2023-08-06,2023-08-12,CANCELLED,134,102,1352.06,721.11,181176.04,8.69,PARTIAL,INV915428,
PO018826,POL018826,SUP047,ITM0104,CUST0070,WH010,EUR,2024-02-15,2024-03-18,2024-03-28,SHIPPED,281,94,250.98,165.91,70525.38,18.06,OVERDUE,INV897556,Quality issue
PO010355,POL010355,SUP029,ITM0101,CUST0010,WH002,JPY,2023-08-11,2023-08-16,2023-08-20,PARTIALLY_DELIVERED,423,10,1540.19,954.0,651500.37,7.45,UNPAID,INV602202,
PO009709,POL009709,SUP024,ITM0127,CUST0094,WH005,INR,2022-06-19,2022-07-08,2022-07-20,DELIVERED,-999,117,625.9,399.96,283532.7,2.94,UNPAID,INV620652,Quality issue
PO007180,POL007180,SUP025,ITM0130,CUST0095,WH015,MXN,2023-10-26,2023-11-01,2023-10-31,PENDING,127,0,2992.14,2147.12,380001.78,19.84,PAID,INV949176,
PO012945,POL012945,SUP023,ITM0002,CUST0001,WH019,USD,2022-11-01,2022-12-28,,PARTIALLY_DELIVERED,349,31,3572.6,2657.03,1246837.4,0.58,PAID,INV482269,Partial shipment
PO001135,POL001135,SUP035,ITM0111,CUST0006,WH005,GBP,2024-01-21,2024-02-07,2024-02-20,PARTIALLY_DELIVERED,497,441,1965.15,1011.78,976679.55,19.34,PARTIAL,INV954303,Partial shipment
PO006668,POL006668,SUP028,ITM0094,CUST0069,WH009,INR,2022-02-17,2022-03-24,2022-04-01,SHIPPED,,29,2204.55,1714.72,85977.45,6.42,PARTIAL,INV237198,
PO018006,POL018006,SUP024,ITM0090,CUST0060,WH006,AUD,2024-11-22,2025-01-11,,PENDING,375,0,3244.29,1713.06,1216608.75,15.84,UNPAID,INV252987,Partial shipment
PO003972,POL003972,SUP021,ITM0008,CUST0004,WH007,GBP,2023-04-17,2023-05-28,2023-06-12,APPROVED,392,26,4821.27,2918.76,1889937.84,10.88,OVERDUE,INV310142,
PO007110,POL007110,SUP029,ITM0084,CUST0008,WH003,JPY,2024-03-16,2024-03-29,,DELIVERED,101,50,3456.47,2099.41,349103.47,5.77,UNPAID,INV938876,Partial shipment
PO007188,POL007188,SUP006,ITM0089,CUST0017,WH008,INR,2022-06-09,2022-06-24,2022-06-29,DELIVERED,377,357,3117.66,1686.76,1175357.82,3.87,PAID,INV723719,
PO011460,POL011460,SUP045,ITM0031,CUST0096,WH009,EUR,2024-09-28,2024-10-05,2024-10-20,PARTIALLY_DELIVERED,97,78,2179.87,1300.6,211447.39,18.25,PAID,INV216648,
PO015466,POL015466,SUP035,ITM0017,CUST0018,WH009,GBP,2024-10-14,2024-12-04,2024-12-17,DELIVERED,168,58,313.42,180.48,52654.56,7.2,PARTIAL,INV388520,
PO013526,POL013526,SUP012,ITM0002,CUST0075,WH017,USD,2023-07-01,2023-08-04,2023-08-11,SHIPPED,100,87,684.35,436.43,68435.0,0.61,PARTIAL,INV365191,Urgent
PO017342,POL017342,SUP022,ITM0122,CUST0081,WH010,AUD,2022-05-13,2022-06-09,2022-06-13,PENDING,455,0,865.84,529.86,393957.2,0.97,PARTIAL,INV104522,
PO014582,POL014582,SUP046,ITM0041,CUST0004,WH010,GBP,2024-01-04,2024-01-23,2024-01-21,SHIPPED,295,233,49.38,29.85,14567.1,10.8,PAID,INV252634,Partial shipment
PO009788,POL009788,SUP043,ITM0038,CUST0088,WH017,EUR,2022-04-12,2022-05-31,2022-06-09,SHIPPED,400,120,4605.72,3146.87,1842288.0,4.54,PARTIAL,INV271585,Partial shipment
PO000971,POL000971,SUP041,ITM0111,CUST0034,WH011,GBP,2022-05-14,2022-06-05,2022-06-12,DELIVERED,301,26,3024.98,1745.67,910518.98,12.19,PAID,INV822986,
PO018485,POL018485,SUP043,ITM0006,CUST0009,WH013,CAD,2022-10-28,2022-12-16,2022-12-21,DELIVERED,26,17,2187.09,1356.24,56864.34,19.98,PAID,INV799695,Urgent
PO005128,POL005128,SUP028,ITM0139,CUST0078,WH016,INR,2023-11-10,2023-12-01,2023-12-08,DELIVERED,358,301,4169.85,2850.45,1492806.3,17.29,PAID,INV322793,
PO001110,POL001110,SUP034,ITM0100,CUST0024,WH006,GBP,2024-09-19,2024-11-15,2024-11-15,CANCELLED,384,210,257.24,148.42,98780.16,11.27,UNPAID,INV111617,Partial shipment
PO009959,POL009959,SUP019,ITM0014,CUST0029,WH006,USD,2024-08-31,2024-09-22,2024-09-28,PENDING,31,0,565.99,426.48,17545.69,5.45,PARTIAL,INV170646,
PO015859,POL015859,SUP038,ITM0035,CUST0028,WH019,AUD,2023-08-14,2023-09-07,,PARTIALLY_DELIVERED,409,362,3124.72,1898.73,1278010.48,12.65,PARTIAL,INV268996,Partial shipment
PO007272,POL007272,SUP038,ITM0022,CUST0066,WH013,AUD,2024-10-22,2024-11-11,2024-11-12,SHIPPED,126,65,39.67,20.35,4998.42,13.71,PARTIAL,INV745312,
PO006125,POL006125,SUP024,ITM0020,CUST0054,WH013,CAD,2022-01-08,2022-02-08,2022-02-22,CANCELLED,209,209,1787.79,1319.91,373648.11,13.57,PARTIAL,INV793834,
PO000564,POL000564,SUP018,ITM0134,CUST0004,WH016,AUD,2024-10-10,2024-10-14,2024-10-27,CANCELLED,87,40,1829.25,1053.31,159144.75,18.12,PAID,INV780950,
PO007314,POL007314,SUP034,ITM0038,CUST0087,WH014,INR,2024-07-20,2024-09-05,2024-09-16,APPROVED,122,122,3307.67,2256.55,403535.74,10.74,OVERDUE,INV506393,Quality issue
PO009636,POL009636,SUP031,ITM0083,CUST0036,WH003,INR,2022-04-29,2022-05-17,2022-05-20,SHIPPED,385,130,3360.59,2273.08,1293827.15,0.31,PARTIAL,INV142730,
PO003164,POL003164,SUP018,ITM0117,CUST0086,WH010,INR,2022-11-20,2022-12-02,,SHIPPED,348,274,1358.77,912.95,472851.96,6.08,PARTIAL,INV923303,
PO018657,POL018657,SUP012,ITM0148,CUST0025,WH003,EUR,2022-12-04,2022-12-24,2023-01-08,SHIPPED,,76,2990.0,1739.64,765440.0,8.08,PARTIAL,INV770613,
PO000045,POL000045,SUP044,ITM0059,CUST0054,WH008,AUD,2024-03-15,2024-04-29,,PARTIALLY_DELIVERED,267,78,4803.23,3284.13,1282462.41,8.53,PARTIAL,INV734775,Urgent
PO005624,POL005624,SUP044,ITM0007,CUST0085,WH019,CAD,2022-12-28,2023-01-05,,APPROVED,7,5,4814.0,2787.49,33698.0,10.66,OVERDUE,INV112638,
PO001490,POL001490,SUP032,ITM0037,CUST0093,WH002,INR,2023-10-14,2023-11-02,2023-10-29,CANCELLED,91,55,3208.28,1724.39,291953.48,8.86,PARTIAL,INV950840,Urgent
PO008144,POL008144,SUP013,ITM0141,CUST0062,WH003,AUD,2024-06-06,2024-08-01,2024-08-05,APPROVED,374,333,64.64,45.31,24175.36,13.98,PARTIAL,INV491708,
PO014609,POL014609,SUP012,ITM0071,CUST0093,WH016,AUD,2022-10-29,2022-12-19,,PENDING,300,0,3172.6,1631.08,951780.0,1.34,OVERDUE,INV474824,
PO011807,POL011807,SUP036,ITM0043,CUST0051,WH020,JPY,2024-07-18,2024-09-07,2024-09-22,SHIPPED,250,152,2509.13,1272.67,627282.5,7.44,OVERDUE,INV954714,
PO003616,POL003616,SUP038,ITM0101,CUST0049,WH001,MXN,2024-04-12,2024-05-22,2024-05-30,SHIPPED,367,248,1251.63,941.25,459348.21,15.7,UNPAID,INV674444,
PO019429,POL019429,SUP018,ITM0060,CUST0043,WH006,GBP,2024-02-14,2024-03-18,2024-03-31,APPROVED,233,157,2369.05,1342.08,551988.65,9.07,PAID,INV595758,Quality issue
PO015993,POL015993,SUP002,ITM0046,CUST0088,WH014,GBP,2022-07-12,2022-08-21,2022-08-19,DELIVERED,493,50,3522.6,2592.13,1736641.8,14.71,PAID,INV775238,Quality issue
PO014706,POL014706,SUP043,ITM0014,CUST0095,WH016,INR,2024-09-02,2024-10-31,2024-11-03,CANCELLED,200,30,627.08,323.37,125416.0,0.92,PAID,INV652276,Partial shipment
PO014249,POL014249,SUP047,ITM0135,CUST0083,WH015,GBP,2023-05-30,2023-06-02,,APPROVED,95,2,1241.99,758.68,117989.05,0.61,PARTIAL,INV619485,Urgent
PO003078,POL003078,SUP036,ITM0048,CUST0071,WH019,AUD,2024-03-06,2024-03-09,2024-03-15,PARTIALLY_DELIVERED,207,33,4319.97,2290.01,894233.79,17.27,PAID,INV604170,Urgent
PO008340,POL008340,SUP048,ITM0109,CUST0059,WH012,USD,2022-09-11,2022-11-04,2022-11-16,PENDING,173,0,1349.29,731.26,233427.17,11.48,UNPAID,INV731142,Partial shipment
PO010549,POL010549,SUP035,ITM0137,CUST0051,WH013,CAD,2024-11-08,2024-12-24,,APPROVED,258,134,3899.71,2798.82,1006125.18,3.15,OVERDUE,INV544095,
PO018179,POL018179,SUP037,ITM0060,CUST0066,WH019,JPY,2022-09-03,2022-09-25,2022-09-25,APPROVED,203,188,1444.02,856.16,293136.06,16.36,PARTIAL,INV755535,Urgent
PO015094,POL015094,SUP045,ITM0016,CUST0045,WH015,CAD,2023-01-27,2023-02-21,,PENDING,278,0,2225.25,1631.53,618619.5,14.72,OVERDUE,INV783740,
PO009348,POL009348,SUP020,ITM0006,CUST0089,WH013,GBP,2024-09-24,2024-11-18,2024-11-18,PARTIALLY_DELIVERED,18,15,358.39,265.89,6451.02,15.51,PARTIAL,INV834208,
PO017963,POL017963,SUP005,ITM0015,CUST0086,WH002,USD,2024-02-18,2024-03-29,2024-04-05,APPROVED,301,37,596.45,333.15,179531.45,2.32,UNPAID,INV928842,
PO005299,POL005299,SUP029,ITM0092,CUST0074,WH011,INR,2023-01-07,2023-02-02,2023-02-01,PARTIALLY_DELIVERED,85,60,1590.09,1185.21,135157.65,7.78,PARTIAL,INV962769,Quality issue
PO014277,POL014277,SUP010,ITM0089,CUST0004,WH004,EUR,2024-01-08,2024-02-11,,SHIPPED,23,22,3448.18,2733.41,79308.14,19.35,PAID,INV269086,Quality issue
PO004578,POL004578,SUP026,ITM0107,CUST0071,WH006,INR,2022-10-26,2022-12-24,2023-01-03,PARTIALLY_DELIVERED,190,101,1233.05,838.4,234279.5,16.15,PAID,INV843206,Partial shipment
PO003645,POL003645,SUP023,ITM0097,CUST0053,WH003,USD,2023-01-25,2023-02-10,2023-02-19,DELIVERED,260,149,3349.38,1746.71,870838.8,6.12,OVERDUE,INV507882,Urgent
PO018922,POL018922,SUP013,ITM0110,CUST0083,WH005,CAD,2022-11-09,2022-12-27,2023-01-08,APPROVED,305,188,1318.67,773.09,402194.35,13.32,PARTIAL,INV598248,
PO002755,POL002755,SUP030,ITM0134,CUST0015,WH003,GBP,2024-06-07,2024-07-22,,DELIVERED,493,338,1102.61,725.99,543586.73,16.11,PAID,INV670453,
PO007106,POL007106,SUP038,ITM0150,CUST0030,WH017,EUR,2024-08-18,2024-09-10,2024-09-13,SHIPPED,56,33,2397.72,1839.03,134272.32,10.06,PARTIAL,INV981627,Partial shipment
PO011806,POL011806,SUP026,ITM0136,CUST0027,WH009,GBP,2024-10-06,2024-10-14,2024-10-24,APPROVED,485,107,3463.05,2466.55,1679579.25,11.41,OVERDUE,INV285007,
PO010964,POL010964,SUP001,ITM0071,CUST0019,WH012,CAD,2023-02-06,2023-02-25,,DELIVERED,158,60,4984.88,3879.58,787611.04,19.52,PARTIAL,INV840999,
PO009432,POL009432,SUP016,ITM0120,CUST0078,WH019,INR,2023-08-14,2023-09-18,2023-09-30,APPROVED,382,312,1312.9,1006.02,501527.8,6.14,PAID,INV236217,
PO005336,POL005336,SUP036,ITM0086,CUST0065,WH014,USD,2023-08-27,2023-10-11,2023-10-22,PARTIALLY_DELIVERED,342,132,1654.11,1061.72,565705.62,16.87,PAID,INV622332,Quality issue
PO017519,POL017519,SUP017,ITM0015,CUST0033,WH009,MXN,2024-04-03,2024-04-12,,PARTIALLY_DELIVERED,161,75,1289.78,804.82,207654.58,12.96,PAID,INV768426,Urgent
PO009355,POL009355,SUP006,ITM0034,CUST0069,WH013,EUR,2023-04-09,2023-04-24,,APPROVED,212,135,2962.88,2215.0,628130.56,8.92,PAID,INV370730,Partial shipment
PO017192,POL017192,SUP006,ITM0040,CUST0032,WH009,MXN,2024-03-22,2024-05-07,2024-05-20,DELIVERED,106,82,4249.57,3165.16,450454.42,11.37,PAID,INV998571,Quality issue
PO002021,POL002021,SUP041,ITM0014,CUST0034,WH007,AUD,2024-04-16,2024-06-05,,DELIVERED,477,199,1126.21,680.51,537202.17,11.41,UNPAID,INV289195,Urgent
PO010224,POL010224,SUP005,ITM0119,CUST0100,WH014,EUR,2024-04-07,2024-04-30,,PARTIALLY_DELIVERED,207,72,413.85,304.61,85666.95,2.77,PARTIAL,INV409173,
PO008261,POL008261,SUP003,ITM0026,CUST0086,WH011,GBP,2023-03-18,2023-04-01,2023-04-10,PENDING,197,0,2692.41,2053.47,530404.77,14.7,UNPAID,INV527897,
PO008334,POL008334,SUP007,ITM0123,CUST0095,WH009,AUD,2023-04-04,2023-05-30,2023-06-11,PARTIALLY_DELIVERED,444,312,4276.73,2902.12,1898868.12,6.12,OVERDUE,INV486247,Urgent
PO011215,POL011215,SUP016,ITM0059,CUST0087,WH003,MXN,2024-06-21,2024-07-10,2024-07-16,DELIVERED,20,5,4680.47,2460.37,93609.4,2.24,OVERDUE,INV211804,Quality issue
PO019997,POL019997,SUP042,ITM0132,CUST0042,WH017,INR,2023-07-19,2023-09-03,,CANCELLED,14,0,2482.34,1871.06,34752.76,9.14,OVERDUE,INV600331,Quality issue
PO005490,POL005490,SUP011,ITM0011,CUST0003,WH016,EUR,,2022-11-17,2022-11-22,PENDING,358,0,4725.0,3410.12,1691550.0,13.12,UNPAID,INV223124,
PO012769,POL012769,SUP003,ITM0089,CUST0012,WH004,EUR,2024-05-15,2024-06-19,2024-06-15,DELIVERED,44,39,3052.87,1619.95,134326.28,0.03,UNPAID,INV792002,
PO002374,POL002374,SUP010,ITM0062,CUST0032,WH002,USD,2023-09-09,2023-09-17,2023-09-22,PARTIALLY_DELIVERED,222,156,2600.66,1779.61,577346.52,15.67,OVERDUE,INV897711,
PO011742,POL011742,SUP014,ITM0092,CUST0081,WH007,GBP,2023-11-06,2023-12-05,2023-12-13,SHIPPED,358,140,2054.61,1631.48,735550.38,16.55,PARTIAL,INV371325,
PO013683,POL013683,SUP025,ITM0015,CUST0040,WH011,USD,2024-07-16,2024-07-23,2024-07-25,PENDING,99,0,4264.54,3401.53,422189.46,3.3,PARTIAL,INV318866,Partial shipment
PO012494,POL012494,SUP005,ITM0106,CUST0087,WH003,MXN,2023-03-25,2023-03-28,2023-03-31,PENDING,272,0,2954.08,1593.78,803509.76,13.04,PARTIAL,INV704281,
PO005224,POL005224,SUP017,ITM0053,CUST0019,WH003,CAD,2022-04-19,2022-05-09,,CANCELLED,243,91,1269.96,685.51,308600.28,19.46,OVERDUE,INV539511,
PO008799,POL008799,SUP015,ITM0025,CUST0070,WH009,JPY,2022-01-08,2022-01-26,2022-01-28,PENDING,200,0,3647.3,2723.87,729460.0,3.45,PARTIAL,INV807883,Partial shipment
PO013888,POL013888,SUP027,ITM0136,CUST0050,WH015,AUD,2023-10-05,2023-10-28,2023-11-04,CANCELLED,26,16,2338.91,1635.91,60811.66,7.41,PARTIAL,INV699880,
PO004061,POL004061,SUP010,ITM0024,CUST0022,WH009,USD,2023-01-26,2023-03-02,2023-02-25,SHIPPED,266,10,560.2,419.29,149013.2,13.34,OVERDUE,INV543666,
PO018887,POL018887,SUP028,ITM0009,CUST0090,WH010,GBP,2022-07-31,2022-09-19,2022-09-24,PARTIALLY_DELIVERED,240,47,3394.5,1697.45,814680.0,14.92,UNPAID,INV202880,
PO006366,POL006366,SUP033,ITM0052,CUST0082,WH020,JPY,2023-07-11,2023-07-19,2023-07-27,CANCELLED,111,25,2023.56,1523.77,224615.16,19.95,OVERDUE,INV798418,
PO017792,POL017792,SUP024,ITM0078,CUST0034,WH016,MXN,2022-06-26,2022-08-01,,PARTIALLY_DELIVERED,2,1,1918.02,1502.15,3836.04,19.37,PARTIAL,INV678114,Urgent
PO004907,POL004907,SUP025,ITM0101,CUST0078,WH001,EUR,2022-02-25,2022-04-25,,APPROVED,15,4,2227.29,1392.26,33409.35,0.08,PAID,INV114253,Quality issue
PO016173,POL016173,SUP049,ITM0135,CUST0082,WH014,CAD,2024-10-01,2024-11-20,2024-11-21,SHIPPED,231,94,4538.44,2545.45,1048379.64,2.34,UNPAID,INV213790,
PO001397,POL001397,SUP040,ITM0141,CUST0039,WH011,USD,2024-07-10,2024-08-10,2024-08-08,SHIPPED,316,163,4999.08,3609.94,1579709.28,9.13,OVERDUE,INV348911,
PO001514,POL001514,SUP046,ITM0139,CUST0015,WH006,USD,2024-11-23,2025-01-19,2025-01-30,PENDING,173,0,351.9,218.45,60878.7,4.35,UNPAID,INV611491,Quality issue
PO009760,POL009760,SUP009,ITM0121,CUST0002,WH007,USD,2022-04-22,2022-06-13,2022-06-25,PENDING,241,0,1070.76,669.48,258053.16,14.18,UNPAID,INV842639,Urgent
PO011955,POL011955,SUP013,ITM0040,CUST0031,WH008,MXN,2022-03-12,2022-04-16,2022-04-21,PARTIALLY_DELIVERED,323,163,4227.02,2612.24,1365327.46,4.61,PARTIAL,INV261969,Quality issue
PO019341,POL019341,SUP050,ITM0133,CUST0055,WH013,INR,2022-12-09,2023-01-11,2023-01-20,APPROVED,493,430,2640.44,1793.36,1301736.92,5.51,PARTIAL,INV820029,
PO001503,POL001503,SUP008,ITM0075,CUST0058,WH005,MXN,2022-03-12,2022-03-15,2022-03-14,CANCELLED,81,80,4121.49,2955.94,333840.69,3.86,UNPAID,INV468789,Partial shipment
PO004092,POL004092,SUP012,ITM0065,CUST0060,WH010,MXN,2023-11-14,2024-01-09,2024-01-15,SHIPPED,375,76,791.7,533.4,296887.5,13.0,PAID,INV754619,Quality issue
PO017299,POL017299,SUP026,ITM0127,CUST0096,WH004,EUR,2022-05-27,2022-06-16,2022-06-23,DELIVERED,468,428,2730.31,1497.02,1277785.08,5.24,OVERDUE,INV845181,Quality issue
PO008853,POL008853,SUP048,ITM0025,CUST0027,WH018,JPY,2022-10-07,2022-11-20,,SHIPPED,192,117,4365.65,2651.37,838204.8,2.81,OVERDUE,INV518797,Partial shipment
PO017729,POL017729,SUP023,ITM0110,CUST0066,WH014,AUD,2022-06-28,2022-08-02,2022-07-30,PENDING,427,0,3341.25,2309.21,1426713.75,16.2,PAID,INV586799,Quality issue
PO015503,POL015503,SUP014,ITM0076,CUST0069,WH008,INR,2022-07-08,2022-07-21,2022-07-28,APPROVED,154,122,3271.53,1818.04,503815.62,0.72,PARTIAL,INV580180,Quality issue
PO006861,POL006861,SUP008,ITM0148,CUST0025,WH001,JPY,2024-03-19,2024-05-13,,CANCELLED,273,109,2461.05,1549.43,671866.65,1.84,PARTIAL,INV909445,
PO003281,POL003281,SUP014,ITM0090,CUST0003,WH011,USD,2024-12-11,2025-01-27,2025-02-05,CANCELLED,334,154,337.83,223.38,112835.22,18.44,PARTIAL,INV749486,
PO015768,POL015768,SUP028,ITM0040,CUST0061,WH017,JPY,2022-12-06,2023-01-31,2023-02-01,DELIVERED,29,22,837.67,586.34,24292.43,16.1,OVERDUE,INV341874,Urgent
PO012763,POL012763,SUP015,ITM0129,CUST0044,WH007,USD,2024-03-25,2024-03-31,2024-03-27,PENDING,263,0,4566.16,2840.49,1200900.08,4.46,UNPAID,INV612833,
PO000816,POL000816,SUP049,ITM0060,CUST0065,WH011,GBP,2022-12-12,2023-01-07,2023-01-18,PARTIALLY_DELIVERED,159,64,643.94,451.74,102386.46,7.24,PARTIAL,INV149439,
PO005564,POL005564,SUP048,ITM0059,CUST0096,WH011,JPY,2022-11-01,2022-11-17,2022-11-16,,179,76,582.82,341.72,104324.78,5.9,UNPAID,INV292386,Urgent
PO016683,POL016683,SUP022,ITM0083,CUST0078,WH003,USD,2024-11-10,2024-11-17,2024-11-12,PENDING,68,0,1965.53,1394.22,133656.04,13.47,OVERDUE,INV492851,
PO018856,POL018856,SUP045,ITM0030,CUST0042,WH003,INR,2023-04-25,2023-06-04,2023-06-05,CANCELLED,58,30,1088.75,870.47,63147.5,11.79,OVERDUE,INV390437,
PO004192,POL004192,SUP024,ITM0042,CUST0037,WH011,EUR,2024-07-30,2024-09-12,2024-09-11,PENDING,491,0,3379.46,2154.01,-999,17.19,OVERDUE,INV113982,Quality issue
PO003350,POL003350,SUP011,ITM0019,CUST0054,WH007,CAD,2022-08-26,2022-10-09,2022-10-19,DELIVERED,192,64,4871.82,3120.2,935389.44,10.12,PARTIAL,INV345657,
PO017473,POL017473,SUP026,ITM0091,CUST0010,WH006,EUR,2024-06-07,2024-07-22,,APPROVED,228,54,4622.03,3231.48,1053822.84,7.63,PARTIAL,INV952534,Urgent
PO000784,POL000784,SUP026,ITM0041,CUST0057,WH009,JPY,2023-02-23,2023-03-05,2023-03-10,CANCELLED,344,223,4019.25,2946.52,1382622.0,17.79,OVERDUE,INV963180,
PO019025,POL019025,SUP020,ITM0086,CUST0013,WH012,GBP,2022-03-18,2022-04-18,2022-05-02,CANCELLED,109,85,239.34,169.89,26088.06,1.51,PAID,INV489924,Quality issue
PO019805,POL019805,SUP046,ITM0130,CUST0096,WH002,EUR,2023-10-09,2023-11-15,2023-11-23,SHIPPED,142,104,1373.27,784.66,195004.34,6.04,PARTIAL,INV383459,Urgent
PO015606,POL015606,SUP013,ITM0129,CUST0079,WH007,CAD,2024-04-09,2024-04-17,2024-04-22,PARTIALLY_DELIVERED,230,26,4510.16,2925.71,1037336.8,2.56,UNPAID,INV926632,
PO015536,POL015536,SUP041,ITM0024,CUST0031,WH003,JPY,2022-08-26,2022-08-30,2022-09-08,APPROVED,77,21,376.41,199.01,28983.57,8.72,PAID,INV720224,Partial shipment
PO006252,POL006252,SUP030,ITM0115,CUST0054,WH018,MXN,2023-12-03,2024-01-25,2024-01-24,APPROVED,410,112,4282.67,2425.46,1755894.7,17.62,OVERDUE,INV663367,Quality issue
PO015172,POL015172,SUP007,ITM0119,CUST0018,WH014,EUR,2023-09-05,2023-09-20,2023-09-20,PENDING,325,0,1734.78,1336.29,563803.5,9.33,OVERDUE,INV706831,
PO009439,POL009439,,ITM0030,CUST0084,WH013,INR,2024-06-07,2024-07-02,2024-07-13,PARTIALLY_DELIVERED,235,53,441.92,253.52,103851.2,13.74,PARTIAL,INV158140,Urgent
PO010494,POL010494,SUP014,ITM0069,CUST0040,WH013,JPY,2022-05-09,2022-06-14,2022-06-10,DELIVERED,139,139,3381.62,2699.08,470045.18,8.5,OVERDUE,INV120117,Partial shipment
PO017401,POL017401,SUP027,ITM0017,CUST0024,WH014,JPY,2023-11-09,2023-12-05,2023-12-20,SHIPPED,234,157,4294.13,2843.61,1004826.42,19.02,OVERDUE,INV244045,Quality issue
PO014244,POL014244,SUP021,ITM0030,CUST0021,WH009,USD,2024-11-16,2024-12-16,,DELIVERED,372,144,920.95,548.5,342593.4,2.46,UNPAID,INV955367,Quality issue
PO001273,POL001273,SUP047,ITM0131,CUST0074,WH002,USD,2023-12-08,2024-01-30,2024-02-14,CANCELLED,277,146,4389.49,2480.15,1215888.73,5.11,PAID,INV164226,Urgent
PO017198,POL017198,SUP038,ITM0072,CUST0075,WH014,USD,2022-10-30,2022-12-05,2022-12-13,PENDING,64,0,37.19,27.71,2380.16,17.81,UNPAID,INV149372,Quality issue
